# Quality	#1 ID	#2 ID	#1 String	#2 String
0	train-neg-76-3	train-neg-76-3	Question: Ciara celebrity friendship friendship participant what ? Is the correct answer Dr. Dre ?	Context: 50 Cent celebrity dated dated participant Ciara; 50 Cent award winner awards won award honor award winner Dr. Dre;
0	train-neg-76-3	train-neg-76-3	Question: Ciara celebrity friendship friendship participant what ? Is the correct answer Dr. Dre ?	Context: 50 Cent celebrity dated dated participant Ciara; 50 Cent award nominee award nominations award nomination award Grammy Award for Best Rap Solo Performance; Grammy Award for Best Rap Solo Performance award category winners award honor award winner Dr. Dre;
0	train-neg-76-4	train-neg-76-4	Question: Grammy Award for Best Rap Solo Performance celebrity friendship friendship participant what ? Is the correct answer 50 Cent ?	Context: 50 Cent award nominee award nominations award nomination award Grammy Award for Best Rap Solo Performance;
0	train-neg-76-4	train-neg-76-4	Question: Grammy Award for Best Rap Solo Performance celebrity friendship friendship participant what ? Is the correct answer 50 Cent ?	Context: Grammy Award for Best Rap Solo Performance award category winners award honor award winner Dr. Dre; 50 Cent award winner awards won award honor award winner Dr. Dre;
0	train-neg-76-5	train-neg-76-5	Question: Ciara celebrity friendship friendship participant what ? Is the correct answer Jay-Z ?	Context: 50 Cent celebrity dated dated participant Ciara; 50 Cent award nominee award nominations award nomination award Grammy Award for Best Rap Solo Performance; Jay-Z award nominee award nominations award nomination award Grammy Award for Best Rap Solo Performance;
1	train-pos-77	train-pos-77	Question: Bachelor of Arts educational degree people with this degree education institution what ? Is the correct answer Spelman College ?	Context: Bachelor of Arts educational degree people with this degree education institution De La Salle University-Manila; Bachelor of Science educational degree people with this degree education institution De La Salle University-Manila; Bachelor of Science educational degree people with this degree education institution Spelman College;
1	train-pos-77	train-pos-77	Question: Bachelor of Arts educational degree people with this degree education institution what ? Is the correct answer Spelman College ?	Context: Bachelor of Arts educational degree people with this degree education institution Creighton University; Bachelor of Science educational degree people with this degree education institution Creighton University; Bachelor of Science educational degree people with this degree education institution Spelman College;
0	train-neg-77-1	train-neg-77-1	Question: Philosophy educational degree people with this degree education institution what ? Is the correct answer Spelman College ?	Context: Bachelor of Science educational degree people with this degree education major field of study Philosophy; Bachelor of Science educational degree people with this degree education institution Spelman College;
0	train-neg-77-5	train-neg-77-5	Question: Zoology educational degree people with this degree education institution what ? Is the correct answer Spelman College ?	Context: Bachelor of Science educational degree people with this degree education major field of study Zoology; Bachelor of Science educational degree people with this degree education institution Spelman College;
0	train-neg-79-0	train-neg-79-0	Question: Fiddler on the Roof film genre what ? Is the correct answer Musical ?	Context: Musical netflix genre title Fiddler on the Roof;
0	train-neg-80-0	train-neg-80-0	Question: Sugar food nutrients nutrition fact nutrient what ? Is the correct answer Apple ?	Context: Apple food nutrients nutrition fact nutrient Sugar;
0	train-neg-82-0	train-neg-82-0	Question: Albert Jarrett football player current team sports team roster team what ? Is the correct answer Freetown ?	Context: Albert Jarrett person place of birth Freetown;
1	train-pos-85	train-pos-85	Question: India location contain what ? Is the correct answer Tamil Nadu ?	Context: Tamil Nadu bibs location country India;
0	train-neg-85-0	train-neg-85-0	Question: Romania location contain what ? Is the correct answer Tamil Nadu ?	Context: Haywire film release date s film regional release date film release region Romania; Haywire film release date s film regional release date film release region India; Tamil Nadu bibs location country India;
0	train-neg-85-1	train-neg-85-1	Question: India location contain what ? Is the correct answer A. R. Rahman ?	Context: India netflix genre title Jodhaa Akbar; A. R. Rahman award nominee award nominations award nomination nominated for Jodhaa Akbar;
0	train-neg-85-1	train-neg-85-1	Question: India location contain what ? Is the correct answer A. R. Rahman ?	Context: Jodhaa Akbar film country India; A. R. Rahman award nominee award nominations award nomination nominated for Jodhaa Akbar;
0	train-neg-85-2	train-neg-85-2	Question: India location contain what ? Is the correct answer Haywire ?	Context: Haywire film release date s film regional release date film release region India;
0	train-neg-85-3	train-neg-85-3	Question: India location contain what ? Is the correct answer Madagascar 3: Europe's Most Wanted ?	Context: Madagascar 3: Europe's Most Wanted film release date s film regional release date film release region India;
0	train-neg-85-4	train-neg-85-4	Question: Boman Irani location contain what ? Is the correct answer Tamil Nadu ?	Context: Boman Irani person nationality India; Tamil Nadu bibs location country India;
0	train-neg-85-5	train-neg-85-5	Question: Raza Murad location contain what ? Is the correct answer Tamil Nadu ?	Context: Raza Murad person nationality India; Tamil Nadu bibs location country India;
0	train-neg-85-6	train-neg-85-6	Question: India location contain what ? Is the correct answer Marriage ?	Context: Irrfan Khan person nationality India; Irrfan Khan person spouse s marriage type of union Marriage;
0	train-neg-85-7	train-neg-85-7	Question: Musical location contain what ? Is the correct answer Tamil Nadu ?	Context: Jodhaa Akbar film genre Musical; India netflix genre title Jodhaa Akbar; Tamil Nadu bibs location country India;
0	train-neg-85-7	train-neg-85-7	Question: Musical location contain what ? Is the correct answer Tamil Nadu ?	Context: Jodhaa Akbar film genre Musical; Jodhaa Akbar film country India; Tamil Nadu bibs location country India;
0	train-neg-85-8	train-neg-85-8	Question: India location contain what ? Is the correct answer Aamir Khan ?	Context: Aamir Khan person nationality India;
0	train-neg-85-9	train-neg-85-9	Question: Jodhaa Akbar location contain what ? Is the correct answer Tamil Nadu ?	Context: India netflix genre title Jodhaa Akbar; Tamil Nadu bibs location country India;
0	train-neg-85-9	train-neg-85-9	Question: Jodhaa Akbar location contain what ? Is the correct answer Tamil Nadu ?	Context: Jodhaa Akbar film country India; Tamil Nadu bibs location country India;
1	train-pos-86	train-pos-86	Question: India netflix genre title what ? Is the correct answer Jodhaa Akbar ?	Context: Jodhaa Akbar film country India;
0	train-neg-86-0	train-neg-86-0	Question: India netflix genre title what ? Is the correct answer Mulan ?	Context: Jodhaa Akbar film country India; Jodhaa Akbar film genre Musical; Mulan film genre Musical;
0	train-neg-86-1	train-neg-86-1	Question: Vidya Balan netflix genre title what ? Is the correct answer Jodhaa Akbar ?	Context: Vidya Balan person nationality India; Jodhaa Akbar film country India;
0	train-neg-86-2	train-neg-86-2	Question: Aamir Khan netflix genre title what ? Is the correct answer Jodhaa Akbar ?	Context: Aamir Khan person nationality India; Jodhaa Akbar film country India;
0	train-neg-86-3	train-neg-86-3	Question: A. R. Rahman netflix genre title what ? Is the correct answer Jodhaa Akbar ?	Context: A. R. Rahman award nominee award nominations award nomination nominated for Jodhaa Akbar;
0	train-neg-86-4	train-neg-86-4	Question: Raza Murad netflix genre title what ? Is the correct answer Jodhaa Akbar ?	Context: Raza Murad person nationality India; Jodhaa Akbar film country India;
0	train-neg-86-5	train-neg-86-5	Question: India netflix genre title what ? Is the correct answer A. R. Rahman ?	Context: Jodhaa Akbar film country India; A. R. Rahman award nominee award nominations award nomination nominated for Jodhaa Akbar;
0	train-neg-86-6	train-neg-86-6	Question: India netflix genre title what ? Is the correct answer An American in Paris ?	Context: Jodhaa Akbar film country India; Jodhaa Akbar film genre Musical; An American in Paris film genre Musical;
0	train-neg-86-6	train-neg-86-6	Question: India netflix genre title what ? Is the correct answer An American in Paris ?	Context: Jodhaa Akbar film country India; Jodhaa Akbar film genre Musical; Musical netflix genre title An American in Paris;
0	train-neg-86-7	train-neg-86-7	Question: Mulan netflix genre title what ? Is the correct answer Jodhaa Akbar ?	Context: Mulan film genre Musical; Jodhaa Akbar film genre Musical;
0	train-neg-86-8	train-neg-86-8	Question: India netflix genre title what ? Is the correct answer Boman Irani ?	Context: Boman Irani person nationality India;
0	train-neg-86-9	train-neg-86-9	Question: Haywire netflix genre title what ? Is the correct answer Jodhaa Akbar ?	Context: Haywire film release date s film regional release date film release region India; Jodhaa Akbar film country India;
0	train-neg-88-0	train-neg-88-0	Question: The Clearing film release date s film regional release date film release region what ? Is the correct answer PS ?	Context: The Clearing film release date s film regional release date film release region Belgium; PS film release date s film regional release date film release region Belgium;
0	train-neg-89-0	train-neg-89-0	Question: Ben Stiller film film format what ? Is the correct answer Super 35 ?	Context: Ben Stiller award nominee award nominations award nomination nominated for DodgeBall: A True Underdog Story; DodgeBall: A True Underdog Story film film format Super 35;
0	train-neg-90-0	train-neg-90-0	Question: World War I location adjoin s adjoining relationship adjoin what ? Is the correct answer Belgium ?	Context: World War I military conflict combatants military combatant group combatant French Third Republic; Belgium military combatant military conflicts military combatant group combatant French Third Republic;
0	train-neg-92-0	train-neg-92-0	Question: Stanley Donen organization extra phone number phone sandbox service language what ? Is the correct answer English Language ?	Context: Stanley Donen director film Singin' in the Rain; Singin' in the Rain film language English Language;
0	train-neg-100-0	train-neg-100-0	Question: Jerry Garcia performance role regular performances group membership role what ? Is the correct answer Lead guitar ?	Context: Lead guitar performance role regular performances group membership group Jerry Garcia;
1	train-pos-103	train-pos-103	Question: PS film release date s film regional release date film release region what ? Is the correct answer South Korea ?	Context: PS film language English Language; Lawless film language English Language; Lawless film release date s film regional release date film release region South Korea;
1	train-pos-103	train-pos-103	Question: PS film release date s film regional release date film release region what ? Is the correct answer South Korea ?	Context: PS film release date s film regional release date film release region Argentina; Table tennis olympic sport athletes olympic athlete affiliation country Argentina; Table tennis olympic sport athletes olympic athlete affiliation country South Korea;
0	train-neg-103-0	train-neg-103-0	Question: PS film release date s film regional release date film release region what ? Is the correct answer The Sound of Music ?	Context: PS film language English Language; The Sound of Music film language English Language;
0	train-neg-103-1	train-neg-103-1	Question: PS film release date s film regional release date film release region what ? Is the correct answer Tim Curry ?	Context: PS film language English Language; Tim Curry person language English Language;
0	train-neg-103-2	train-neg-103-2	Question: PS film release date s film regional release date film release region what ? Is the correct answer Bedazzled ?	Context: PS film language English Language; Bedazzled film language English Language;
0	train-neg-103-3	train-neg-103-3	Question: 8 Women film release date s film regional release date film release region what ? Is the correct answer South Korea ?	Context: 8 Women film release date s film regional release date film release region Argentina; Table tennis olympic sport athletes olympic athlete affiliation country Argentina; Table tennis olympic sport athletes olympic athlete affiliation country South Korea;
0	train-neg-103-4	train-neg-103-4	Question: Singin' in the Rain film release date s film regional release date film release region what ? Is the correct answer South Korea ?	Context: Singin' in the Rain film language English Language; Lawless film language English Language; Lawless film release date s film regional release date film release region South Korea;
0	train-neg-103-6	train-neg-103-6	Question: Desperate Housewives film release date s film regional release date film release region what ? Is the correct answer South Korea ?	Context: Desperate Housewives tv program language English Language; Lawless film language English Language; Lawless film release date s film regional release date film release region South Korea;
0	train-neg-103-7	train-neg-103-7	Question: PS film release date s film regional release date film release region what ? Is the correct answer Roman Holiday ?	Context: PS film language English Language; Roman Holiday film language English Language;
0	train-neg-103-8	train-neg-103-8	Question: Late Show with David Letterman film release date s film regional release date film release region what ? Is the correct answer South Korea ?	Context: Late Show with David Letterman tv program language English Language; Lawless film language English Language; Lawless film release date s film regional release date film release region South Korea;
0	train-neg-103-9	train-neg-103-9	Question: PS film release date s film regional release date film release region what ? Is the correct answer Desperate Housewives ?	Context: PS film language English Language; Desperate Housewives tv program language English Language;
1	train-pos-104	train-pos-104	Question: Bachelor of Science educational degree people with this degree education institution what ? Is the correct answer Spelman College ?	Context: Bachelor of Science educational degree people with this degree education institution De La Salle University-Manila; Bachelor of Arts educational degree people with this degree education institution De La Salle University-Manila; Bachelor of Arts educational degree people with this degree education institution Spelman College;
1	train-pos-104	train-pos-104	Question: Bachelor of Science educational degree people with this degree education institution what ? Is the correct answer Spelman College ?	Context: Bachelor of Science educational degree people with this degree education institution Creighton University; Bachelor of Arts educational degree people with this degree education institution Creighton University; Bachelor of Arts educational degree people with this degree education institution Spelman College;
0	train-neg-104-0	train-neg-104-0	Question: Bachelor of Science educational degree people with this degree education institution what ? Is the correct answer Brunel University ?	Context: Bachelor of Science educational degree people with this degree education institution De La Salle University-Manila; Bachelor of Arts educational degree people with this degree education institution De La Salle University-Manila; Bachelor of Arts educational degree people with this degree education institution Brunel University;
0	train-neg-104-0	train-neg-104-0	Question: Bachelor of Science educational degree people with this degree education institution what ? Is the correct answer Brunel University ?	Context: Bachelor of Science educational degree people with this degree education institution Creighton University; Bachelor of Arts educational degree people with this degree education institution Creighton University; Bachelor of Arts educational degree people with this degree education institution Brunel University;
0	train-neg-104-3	train-neg-104-3	Question: Bachelor of Science educational degree people with this degree education institution what ? Is the correct answer University of Toledo ?	Context: Bachelor of Science educational degree people with this degree education institution De La Salle University-Manila; Bachelor of Arts educational degree people with this degree education institution De La Salle University-Manila; Bachelor of Arts educational degree people with this degree education institution University of Toledo;
0	train-neg-104-3	train-neg-104-3	Question: Bachelor of Science educational degree people with this degree education institution what ? Is the correct answer University of Toledo ?	Context: Bachelor of Science educational degree people with this degree education institution Creighton University; Bachelor of Arts educational degree people with this degree education institution Creighton University; Bachelor of Arts educational degree people with this degree education institution University of Toledo;
0	train-neg-104-4	train-neg-104-4	Question: Bachelor of Science educational degree people with this degree education institution what ? Is the correct answer Biochemistry ?	Context: Bachelor of Science educational degree people with this degree education institution De La Salle University-Manila; Bachelor of Arts educational degree people with this degree education institution De La Salle University-Manila; Bachelor of Arts educational degree people with this degree education major field of study Biochemistry;
0	train-neg-104-4	train-neg-104-4	Question: Bachelor of Science educational degree people with this degree education institution what ? Is the correct answer Biochemistry ?	Context: Bachelor of Science educational degree people with this degree education institution Creighton University; Bachelor of Arts educational degree people with this degree education institution Creighton University; Bachelor of Arts educational degree people with this degree education major field of study Biochemistry;
0	train-neg-104-5	train-neg-104-5	Question: Bachelor of Science educational degree people with this degree education institution what ? Is the correct answer Male ?	Context: Bachelor of Science educational degree people with this degree education major field of study Philosophy; Philosophy person gender Male;
0	train-neg-104-6	train-neg-104-6	Question: Bachelor of Science educational degree people with this degree education institution what ? Is the correct answer Carolina Panthers ?	Context: Bachelor of Science educational degree people with this degree education institution Western Michigan University; 2004 NFL Draft sports league draft picks sports league draft pick school Western Michigan University; Carolina Panthers professional sports team draft picks sports league draft pick draft 2004 NFL Draft;
0	train-neg-104-7	train-neg-104-7	Question: Bachelor of Science educational degree people with this degree education institution what ? Is the correct answer University of Madras ?	Context: Bachelor of Science educational degree people with this degree education major field of study Zoology; University of Madras educational institution students graduates education major field of study Zoology;
0	train-neg-104-8	train-neg-104-8	Question: Bachelor of Science educational degree people with this degree education institution what ? Is the correct answer Clark Atlanta University ?	Context: Bachelor of Science educational degree people with this degree education institution De La Salle University-Manila; Bachelor of Arts educational degree people with this degree education institution De La Salle University-Manila; Bachelor of Arts educational degree people with this degree education institution Clark Atlanta University;
0	train-neg-104-8	train-neg-104-8	Question: Bachelor of Science educational degree people with this degree education institution what ? Is the correct answer Clark Atlanta University ?	Context: Bachelor of Science educational degree people with this degree education institution Creighton University; Bachelor of Arts educational degree people with this degree education institution Creighton University; Bachelor of Arts educational degree people with this degree education institution Clark Atlanta University;
0	train-neg-104-9	train-neg-104-9	Question: Bachelor of Science educational degree people with this degree education institution what ? Is the correct answer 2004 NFL Draft ?	Context: Bachelor of Science educational degree people with this degree education institution Western Michigan University; 2004 NFL Draft sports league draft picks sports league draft pick school Western Michigan University;
0	train-neg-106-0	train-neg-106-0	Question: Bruce Willis award nominee award nominations award nomination award nominee what ? Is the correct answer Morgan Freeman ?	Context: Kevin Costner celebrity celebrity friends friendship friend Bruce Willis; Morgan Freeman award nominee award nominations award nomination award nominee Kevin Costner;
1	train-pos-107	train-pos-107	Question: Martin Scorsese award nominee award nominations award nomination nominated for what ? Is the correct answer Raging Bull ?	Context: Raging Bull award winning work awards won award honor award winner Martin Scorsese;
1	train-pos-107	train-pos-107	Question: Martin Scorsese award nominee award nominations award nomination nominated for what ? Is the correct answer Raging Bull ?	Context: BAFTA Award for Best Film award category winners award honor award winner Martin Scorsese; BAFTA Award for Best Film award category winners award honor award winner Irwin Winkler; Raging Bull film produced by Irwin Winkler;
0	train-neg-107-0	train-neg-107-0	Question: Concordia University award nominee award nominations award nomination nominated for what ? Is the correct answer Raging Bull ?	Context: Bachelor of Arts educational degree people with this degree education institution Concordia University; Bachelor of Arts educational degree people with this degree education student Martin Scorsese; Raging Bull award winning work awards won award honor award winner Martin Scorsese;
0	train-neg-107-1	train-neg-107-1	Question: Kaneto Shiozawa award nominee award nominations award nomination nominated for what ? Is the correct answer Raging Bull ?	Context: Kaneto Shiozawa person gender Male; Martin Scorsese person gender Male; Raging Bull award winning work awards won award honor award winner Martin Scorsese;
0	train-neg-107-2	train-neg-107-2	Question: Common award nominee award nominations award nomination nominated for what ? Is the correct answer Raging Bull ?	Context: Common person gender Male; Martin Scorsese person gender Male; Raging Bull award winning work awards won award honor award winner Martin Scorsese;
0	train-neg-107-3	train-neg-107-3	Question: Martin Scorsese award nominee award nominations award nomination nominated for what ? Is the correct answer Mel Brooks ?	Context: Martin Scorsese person gender Male; Mel Brooks person gender Male;
0	train-neg-107-3	train-neg-107-3	Question: Martin Scorsese award nominee award nominations award nomination nominated for what ? Is the correct answer Mel Brooks ?	Context: Bachelor of Arts educational degree people with this degree education student Martin Scorsese; Bachelor of Arts educational degree people with this degree education student Conan O'Brien; Conan O'Brien influence node influenced by Mel Brooks;
0	train-neg-107-4	train-neg-107-4	Question: Martin Scorsese award nominee award nominations award nomination nominated for what ? Is the correct answer Martin Luther King ?	Context: Martin Scorsese person gender Male; Martin Luther King person gender Male;
0	train-neg-107-5	train-neg-107-5	Question: Mark Kirkland award nominee award nominations award nomination nominated for what ? Is the correct answer Raging Bull ?	Context: Mark Kirkland person gender Male; Martin Scorsese person gender Male; Raging Bull award winning work awards won award honor award winner Martin Scorsese;
0	train-neg-107-6	train-neg-107-6	Question: Hannah and Her Sisters award nominee award nominations award nomination nominated for what ? Is the correct answer Raging Bull ?	Context: BAFTA Award for Best Actor in a Leading Role award category nominees award nomination nominated for Hannah and Her Sisters; BAFTA Award for Best Actor in a Leading Role award category nominees award nomination nominated for Raging Bull;
0	train-neg-107-7	train-neg-107-7	Question: Martin Scorsese award nominee award nominations award nomination nominated for what ? Is the correct answer Charlie Kaufman ?	Context: Martin Scorsese person gender Male; Charlie Kaufman person gender Male;
0	train-neg-107-8	train-neg-107-8	Question: Martin Scorsese award nominee award nominations award nomination nominated for what ? Is the correct answer Jay-Z ?	Context: Martin Scorsese person gender Male; Jay-Z person gender Male;
0	train-neg-107-9	train-neg-107-9	Question: Darrell Silvera award nominee award nominations award nomination nominated for what ? Is the correct answer Raging Bull ?	Context: Darrell Silvera person gender Male; Martin Scorsese person gender Male; Raging Bull award winning work awards won award honor award winner Martin Scorsese;
0	train-neg-108-0	train-neg-108-0	Question: Omar Sharif award nominee award nominations award nomination award what ? Is the correct answer European Film Award for Best Actress ?	Context: Omar Sharif person nationality France; France netflix genre title La Vie en Rose; European Film Award for Best Actress award category nominees award nomination nominated for La Vie en Rose;
1	train-pos-111	train-pos-111	Question: Lawless film language what ? Is the correct answer English Language ?	Context: Lawless film release date s film regional release date film release region South Korea; PS film release date s film regional release date film release region South Korea; PS film language English Language;
0	train-neg-111-1	train-neg-111-1	Question: Lawless film language what ? Is the correct answer David Krumholtz ?	Context: Shia LaBeouf actor film performance film Lawless; David Krumholtz award nominee award nominations award nomination award nominee Shia LaBeouf;
0	train-neg-111-1	train-neg-111-1	Question: Lawless film language what ? Is the correct answer David Krumholtz ?	Context: Shia LaBeouf actor film performance film Lawless; Shia LaBeouf award nominee award nominations award nomination award nominee David Krumholtz;
0	train-neg-111-1	train-neg-111-1	Question: Lawless film language what ? Is the correct answer David Krumholtz ?	Context: Shia LaBeouf actor film performance film Lawless; Joshua Jackson award nominee award nominations award nomination award nominee Shia LaBeouf; David Krumholtz award nominee award nominations award nomination award nominee Joshua Jackson;
0	train-neg-112-0	train-neg-112-0	Question: Oboe performance role track performances track contribution role what ? Is the correct answer Alto flute ?	Context: Oboe instrument family Woodwind instrument; Alto flute performance role guest performances recording contribution performance role Woodwind instrument;
0	train-neg-114-0	train-neg-114-0	Question: Cries and Whispers film film festival what ? Is the correct answer Max Martin ?	Context: Cries and Whispers film country Sweden; Max Martin person nationality Sweden;
0	train-neg-115-0	train-neg-115-0	Question: Mali location adjoin s adjoining relationship adjoin what ? Is the correct answer Republic ?	Context: Mali country form of government Republic;
1	train-pos-116	train-pos-116	Question: Raging Bull film produced by what ? Is the correct answer Irwin Winkler ?	Context: Martin Scorsese award nominee award nominations award nomination nominated for Raging Bull; BAFTA Award for Best Film award category winners award honor award winner Martin Scorsese; BAFTA Award for Best Film award category winners award honor award winner Irwin Winkler;
1	train-pos-116	train-pos-116	Question: Raging Bull film produced by what ? Is the correct answer Irwin Winkler ?	Context: Raging Bull award winning work awards won award honor award winner Martin Scorsese; BAFTA Award for Best Film award category winners award honor award winner Martin Scorsese; BAFTA Award for Best Film award category winners award honor award winner Irwin Winkler;
0	train-neg-116-2	train-neg-116-2	Question: Raging Bull film produced by what ? Is the correct answer Hannah and Her Sisters ?	Context: BAFTA Award for Best Actor in a Leading Role award category nominees award nomination nominated for Raging Bull; BAFTA Award for Best Actor in a Leading Role award category nominees award nomination nominated for Hannah and Her Sisters;
0	train-neg-116-3	train-neg-116-3	Question: Raging Bull film produced by what ? Is the correct answer Gene Hackman ?	Context: BAFTA Award for Best Actor in a Leading Role award category nominees award nomination nominated for Raging Bull; BAFTA Award for Best Actor in a Leading Role award category winners award honor award winner Gene Hackman;
0	train-neg-116-4	train-neg-116-4	Question: Raging Bull film produced by what ? Is the correct answer BAFTA Award for Best Film ?	Context: Martin Scorsese award nominee award nominations award nomination nominated for Raging Bull; BAFTA Award for Best Film award category winners award honor award winner Martin Scorsese;
0	train-neg-116-4	train-neg-116-4	Question: Raging Bull film produced by what ? Is the correct answer BAFTA Award for Best Film ?	Context: Raging Bull award winning work awards won award honor award winner Martin Scorsese; BAFTA Award for Best Film award category winners award honor award winner Martin Scorsese;
0	train-neg-116-4	train-neg-116-4	Question: Raging Bull film produced by what ? Is the correct answer BAFTA Award for Best Film ?	Context: Martin Scorsese award nominee award nominations award nomination nominated for Raging Bull; Martin Scorsese award nominee award nominations award nomination award nominee Brad Grey; Brad Grey award nominee award nominations award nomination award BAFTA Award for Best Film;
0	train-neg-116-6	train-neg-116-6	Question: Raging Bull film produced by what ? Is the correct answer Gandhi ?	Context: BAFTA Award for Best Actor in a Leading Role award category nominees award nomination nominated for Raging Bull; Gandhi award winning work awards won award honor award BAFTA Award for Best Actor in a Leading Role;
0	train-neg-116-6	train-neg-116-6	Question: Raging Bull film produced by what ? Is the correct answer Gandhi ?	Context: Martin Scorsese award nominee award nominations award nomination nominated for Raging Bull; BAFTA Award for Best Film award category winners award honor award winner Martin Scorsese; BAFTA Award for Best Film award category nominees award nomination nominated for Gandhi;
0	train-neg-116-6	train-neg-116-6	Question: Raging Bull film produced by what ? Is the correct answer Gandhi ?	Context: Raging Bull award winning work awards won award honor award winner Martin Scorsese; BAFTA Award for Best Film award category winners award honor award winner Martin Scorsese; BAFTA Award for Best Film award category nominees award nomination nominated for Gandhi;
0	train-neg-116-7	train-neg-116-7	Question: Raging Bull film produced by what ? Is the correct answer Brad Grey ?	Context: Martin Scorsese award nominee award nominations award nomination nominated for Raging Bull; Martin Scorsese award nominee award nominations award nomination award nominee Brad Grey;
0	train-neg-116-7	train-neg-116-7	Question: Raging Bull film produced by what ? Is the correct answer Brad Grey ?	Context: Raging Bull award winning work awards won award honor award winner Martin Scorsese; Martin Scorsese award nominee award nominations award nomination award nominee Brad Grey;
0	train-neg-116-7	train-neg-116-7	Question: Raging Bull film produced by what ? Is the correct answer Brad Grey ?	Context: Martin Scorsese award nominee award nominations award nomination nominated for Raging Bull; BAFTA Award for Best Film award category winners award honor award winner Martin Scorsese; Brad Grey award nominee award nominations award nomination award BAFTA Award for Best Film;
0	train-neg-116-9	train-neg-116-9	Question: Raging Bull film produced by what ? Is the correct answer Male ?	Context: Martin Scorsese award nominee award nominations award nomination nominated for Raging Bull; Martin Scorsese person gender Male;
0	train-neg-116-9	train-neg-116-9	Question: Raging Bull film produced by what ? Is the correct answer Male ?	Context: Raging Bull award winning work awards won award honor award winner Martin Scorsese; Martin Scorsese person gender Male;
1	train-pos-118	train-pos-118	Question: The Little Mermaid film written by what ? Is the correct answer Howard Ashman ?	Context: The Little Mermaid film produced by Howard Ashman;
0	train-neg-118-0	train-neg-118-0	Question: Golden Globe Award for Best Original Score film written by what ? Is the correct answer Howard Ashman ?	Context: The Little Mermaid award winning work awards won award honor award Golden Globe Award for Best Original Score; The Little Mermaid film produced by Howard Ashman;
0	train-neg-118-0	train-neg-118-0	Question: Golden Globe Award for Best Original Score film written by what ? Is the correct answer Howard Ashman ?	Context: Golden Globe Award for Best Original Score award category nominees award nomination nominated for The Little Mermaid; The Little Mermaid film produced by Howard Ashman;
0	train-neg-118-1	train-neg-118-1	Question: The Little Mermaid film written by what ? Is the correct answer Tony Award for Best Actor in a Musical ?	Context: Tim Curry actor film performance film The Little Mermaid; Tim Curry award nominee award nominations award nomination award Tony Award for Best Actor in a Musical;
0	train-neg-118-2	train-neg-118-2	Question: The Little Mermaid film written by what ? Is the correct answer Golden Globe Award for Best Original Score ?	Context: The Little Mermaid award winning work awards won award honor award Golden Globe Award for Best Original Score;
0	train-neg-118-2	train-neg-118-2	Question: The Little Mermaid film written by what ? Is the correct answer Golden Globe Award for Best Original Score ?	Context: Golden Globe Award for Best Original Score award category nominees award nomination nominated for The Little Mermaid;
0	train-neg-118-3	train-neg-118-3	Question: The Little Mermaid film written by what ? Is the correct answer Henry Mancini ?	Context: The Little Mermaid film produced by Howard Ashman; Academy Award for Best Original Song award category winners award honor award winner Howard Ashman; Henry Mancini award nominee award nominations award nomination award Academy Award for Best Original Song;
0	train-neg-118-4	train-neg-118-4	Question: The Little Mermaid film written by what ? Is the correct answer Frank Loesser ?	Context: The Little Mermaid film produced by Howard Ashman; Academy Award for Best Original Song award category winners award honor award winner Howard Ashman; Frank Loesser award nominee award nominations award nomination award Academy Award for Best Original Song;
0	train-neg-118-5	train-neg-118-5	Question: Trey Parker film written by what ? Is the correct answer Howard Ashman ?	Context: Trey Parker award nominee award nominations award nomination award Academy Award for Best Original Song; Academy Award for Best Original Song award category winners award honor award winner Howard Ashman;
0	train-neg-118-6	train-neg-118-6	Question: The Little Mermaid film written by what ? Is the correct answer Academy Award for Best Original Song ?	Context: The Little Mermaid film produced by Howard Ashman; Academy Award for Best Original Song award category winners award honor award winner Howard Ashman;
0	train-neg-118-7	train-neg-118-7	Question: The Little Mermaid film written by what ? Is the correct answer Trey Parker ?	Context: The Little Mermaid film produced by Howard Ashman; Academy Award for Best Original Song award category winners award honor award winner Howard Ashman; Trey Parker award nominee award nominations award nomination award Academy Award for Best Original Song;
0	train-neg-118-7	train-neg-118-7	Question: The Little Mermaid film written by what ? Is the correct answer Trey Parker ?	Context: Tim Curry actor film performance film The Little Mermaid; Tim Curry person language English Language; Trey Parker person language English Language;
0	train-neg-118-8	train-neg-118-8	Question: The Little Mermaid film written by what ? Is the correct answer 68th Academy Awards ?	Context: The Little Mermaid film produced by Howard Ashman; Academy Award for Best Original Song award category winners award honor award winner Howard Ashman; Academy Award for Best Original Song award category winners award honor ceremony 68th Academy Awards;
0	train-neg-118-9	train-neg-118-9	Question: English Language film written by what ? Is the correct answer Howard Ashman ?	Context: Tim Curry person language English Language; Tim Curry actor film performance film The Little Mermaid; The Little Mermaid film produced by Howard Ashman;
0	train-neg-118-9	train-neg-118-9	Question: English Language film written by what ? Is the correct answer Howard Ashman ?	Context: Trey Parker person language English Language; Trey Parker award nominee award nominations award nomination award Academy Award for Best Original Song; Academy Award for Best Original Song award category winners award honor award winner Howard Ashman;
0	train-neg-122-0	train-neg-122-0	Question: Octopussy tv program language what ? Is the correct answer English Language ?	Context: Octopussy film language English Language;
1	train-pos-126	train-pos-126	Question: Heather Graham award nominee award nominations award nomination award nominee what ? Is the correct answer Elijah Wood ?	Context: Shia LaBeouf award nominee award nominations award nomination award nominee Heather Graham; David Krumholtz award nominee award nominations award nomination award nominee Shia LaBeouf; David Krumholtz award nominee award nominations award nomination award nominee Elijah Wood;
